ID,Form_ID,Form,Cognateset_ID,Doubt,Cognate_Detection_Method,Source,Alignment,Alignment_Method,Alignment_Source
armenianmod-61_freeze-1-1,armenianmod-61_freeze-1,s.ɑ.r.ʧʰ.ɛ.l,592,false,expert,Dunn2012,,,
czech-61_freeze-1-1,czech-61_freeze-1,z.a.m.r̩.z.n.oʊ̯.t,403,false,expert,Dunn2012,,,
german-61_freeze-1-1,german-61_freeze-1,f.r.iː.r.ə.n,226,false,expert,Dunn2012,,,
italian-61_freeze-1-1,italian-61_freeze-1,d.ʒ.e.l.a.r.e,881,false,expert,Dunn2012,,,
swedish-61_freeze-1-1,swedish-61_freeze-1,f.r.yː.s.a,226,false,expert,Dunn2012,,,
bretonst-61_freeze-1-1,bretonst-61_freeze-1,r.ɛː.v.ĩ,226,false,expert,Dunn2012,,,
catalan-61_freeze-1-1,catalan-61_freeze-1,ʒ.ə.l.a,881,false,expert,Dunn2012,,,
danish-61_freeze-1-1,danish-61_freeze-1,f.ʁ.yː.s.ə,226,false,expert,Dunn2012,,,
dutchlist-61_freeze-1-1,dutchlist-61_freeze-1,v.r.i.z.ə.n,226,false,expert,Dunn2012,,,
english-61_freeze-1-1,english-61_freeze-1,f.r.iː.z,226,false,expert,Dunn2012,,,
french-61_freeze-1-1,french-61_freeze-1,ʒ.ə.l.e,881,false,expert,Dunn2012,,,
greekmod-61_freeze-1-1,greekmod-61_freeze-1,p.a.ɣ.o̞.n.o̞,2667,false,expert,Dunn2012,,,
marathi-61_freeze-1-1,marathi-61_freeze-1,g.o.ʈʰ.ɳ.e,3436,false,expert,Dunn2012,,,
portuguesest-61_freeze-1-1,portuguesest-61_freeze-1,ʒ.ɨ.l.a.ɾ,881,false,expert,Dunn2012,,,
russian-61_freeze-1-1,russian-61_freeze-1,z.a.mʲ.e.r.z.a.tʲ,403,false,expert,Dunn2012,,,
spanish-61_freeze-1-1,spanish-61_freeze-1,e.l.a.ɾ,881,false,expert,Dunn2012,,,
bihari-61_freeze-1-1,bihari-61_freeze-1,j.ə.m.ə.b,777,false,expert,Dunn2012,,,
oriya-61_freeze-1-1,oriya-61_freeze-1,b.ɔ.s.i.ǰ.i.b.a,3449,false,expert,Dunn2012,,,
urdu-61_freeze-1-1,urdu-61_freeze-1,ʤ.ə.m.n.ə,777,false,expert,Dunn2012,,,
polish-61_freeze-1-1,polish-61_freeze-1,m.a.r.z.n.ɔ̃.ʨ,403,false,expert,Dunn2012,,,
urdu-62_fruit-1-1,urdu-62_fruit-1,pʰ.ə.l,778,false,expert,Dunn2012,,,
german-62_fruit-1-1,german-62_fruit-1,f.r.u.x.t,227,false,expert,Dunn2012,,,
italian-62_fruit-1-1,italian-62_fruit-1,f.r.u.tː.o,227,false,expert,Dunn2012,,,
swedish-62_fruit-1-1,swedish-62_fruit-1,f.r.ɵ.k.t,227,false,expert,Dunn2012,,,
danish-62_fruit-1-1,danish-62_fruit-1,f.ʁ.ɔ.g̥.d̥ʰ,227,false,expert,Dunn2012,,,
dutchlist-62_fruit-1-1,dutchlist-62_fruit-1,v.r.ʏ.χ.t,227,false,expert,Dunn2012,,,
english-62_fruit-1-1,english-62_fruit-1,f.r.uː.t,227,false,expert,Dunn2012,,,
french-62_fruit-1-1,french-62_fruit-1,f.ʀ.ɥ.i,227,false,expert,Dunn2012,,,
greekmod-62_fruit-1-1,greekmod-62_fruit-1,f.r.u.t.o̞,227,false,expert,Dunn2012,,,
marathi-62_fruit-1-1,marathi-62_fruit-1,pʰ.ə.ɭ,778,false,expert,Dunn2012,,,
polish-62_fruit-1-1,polish-62_fruit-1,ɔ.v.ɔ.ʦ,1136,false,expert,Dunn2012,,,
portuguesest-62_fruit-1-1,portuguesest-62_fruit-1,f.ɾ.u.t.ɐ,227,false,expert,Dunn2012,,,
russian-62_fruit-1-1,russian-62_fruit-1,p.l.o.d,2655,false,expert,Dunn2012,,,
spanish-62_fruit-1-1,spanish-62_fruit-1,f.ɾ.u.t.a,227,false,expert,Dunn2012,,,
bretonst-62_fruit-1-1,bretonst-62_fruit-1,f.r.w.eː.s,227,false,expert,Dunn2012,,,
catalan-62_fruit-1-1,catalan-62_fruit-1,f.r.ui,227,false,expert,Dunn2012,,,
bihari-62_fruit-1-1,bihari-62_fruit-1,pʰ.a.l,778,false,expert,Dunn2012,,,
oriya-62_fruit-1-1,oriya-62_fruit-1,pʰ.ɔ.ɭ.ɔ,778,false,expert,Dunn2012,,,
oriya-62_fruit-2-1,oriya-62_fruit-2,g.i.l.ɔ,3450,false,expert,Dunn2012,,,
czech-62_fruit-1-1,czech-62_fruit-1,p.l.o.t,2655,false,expert,Dunn2012,,,
bihari-63_full-1-1,bihari-63_full-1,bʱ.ə.r.ə.l,2282,false,expert,Dunn2012,,,
oriya-63_full-1-1,oriya-63_full-1,p.u.r.ɳː.ɔ,2235,false,expert,Dunn2012,,,
oriya-63_full-2-1,oriya-63_full-2,bʱ.ɔ.r.t.i,2282,false,expert,Dunn2012,,,
urdu-63_full-1-1,urdu-63_full-1,p.u.ɾ.ə,2235,false,expert,Dunn2012,,,
italian-63_full-1-1,italian-63_full-1,p.j.ɛ.n.o,2235,false,expert,Dunn2012,,,
polish-63_full-1-1,polish-63_full-1,p.ɛ.w.n.ɨ,2235,false,expert,Dunn2012,,,
armenianmod-63_full-1-1,armenianmod-63_full-1,l.i,2235,false,expert,Dunn2012,,,
french-63_full-1-1,french-63_full-1,p.l.ɛ̃,2235,false,expert,Dunn2012,,,
russian-63_full-1-1,russian-63_full-1,p.o.l.n.ɨ.j,2235,false,expert,Dunn2012,,,
german-63_full-1-1,german-63_full-1,f.ɔ.l,2235,false,expert,Dunn2012,,,
spanish-63_full-1-1,spanish-63_full-1,ʎ.e.n.o,2235,false,expert,Dunn2012,,,
czech-63_full-1-1,czech-63_full-1,p.l̩.n.iː,2235,false,expert,Dunn2012,,,
bretonst-63_full-1-1,bretonst-63_full-1,l.œ̃ː.n,2235,false,expert,Dunn2012,,,
swedish-63_full-1-1,swedish-63_full-1,f.ɵ.l,2235,false,expert,Dunn2012,,,
armenianmod-64_give-1-1,armenianmod-64_give-1,t.ɑ.l,405,false,expert,Dunn2012,,,
czech-64_give-1-1,czech-64_give-1,d.aː.v.a.t,405,false,expert,Dunn2012,,,
german-64_give-1-1,german-64_give-1,g.eː.b.n̩,228,false,expert,Dunn2012,,,
italian-64_give-1-1,italian-64_give-1,d.a.r.e,405,false,expert,Dunn2012,,,
swedish-64_give-1-1,swedish-64_give-1,j.eː,228,false,expert,Dunn2012,,,
bretonst-64_give-1-1,bretonst-64_give-1,r.ɛĩ,1010,false,expert,Dunn2012,,,
catalan-64_give-1-1,catalan-64_give-1,d.u.n.a,405,false,expert,Dunn2012,,,
danish-64_give-1-1,danish-64_give-1,g̥.i,228,false,expert,Dunn2012,,,
dutchlist-64_give-1-1,dutchlist-64_give-1,ɣ.e.v.ə.n,228,false,expert,Dunn2012,,,
english-64_give-1-1,english-64_give-1,g.ɪ.v,228,false,expert,Dunn2012,,,
french-64_give-1-1,french-64_give-1,d.ɔ.n.e,405,false,expert,Dunn2012,,,
greekmod-64_give-1-1,greekmod-64_give-1,ð.i.n.o̞,405,false,expert,Dunn2012,,,
marathi-64_give-1-1,marathi-64_give-1,d.e.ɳ.e,405,false,expert,Dunn2012,,,
polish-64_give-1-1,polish-64_give-1,d.a.v.a.ʨ,405,false,expert,Dunn2012,,,
portuguesest-64_give-1-1,portuguesest-64_give-1,d.a.ɾ,405,false,expert,Dunn2012,,,
russian-64_give-1-1,russian-64_give-1,d.a.v.a.tʲ,405,false,expert,Dunn2012,,,
spanish-64_give-1-1,spanish-64_give-1,d.a.ɾ,405,false,expert,Dunn2012,,,
bihari-64_give-1-1,bihari-64_give-1,d.e.b,405,false,expert,Dunn2012,,,
oriya-64_give-1-1,oriya-64_give-1,d.e,405,false,expert,Dunn2012,,,
urdu-64_give-1-1,urdu-64_give-1,d̪.e.n.ə,405,false,expert,Dunn2012,,,
armenianmod-65_good-1-1,armenianmod-65_good-1,l.ɑ.v,678,false,expert,Dunn2012,,,
czech-65_good-1-1,czech-65_good-1,d.o.b.r.iː,1137,false,expert,Dunn2012,,,
german-65_good-1-1,german-65_good-1,g.uː.t,229,false,expert,Dunn2012,,,
italian-65_good-1-1,italian-65_good-1,b.w.ɔ.n.o,883,false,expert,Dunn2012,,,
swedish-65_good-1-1,swedish-65_good-1,g.uː.d,229,false,expert,Dunn2012,,,
bretonst-65_good-1-1,bretonst-65_good-1,m.aː.d,1011,false,expert,Dunn2012,,,
catalan-65_good-1-1,catalan-65_good-1,b.ɔ,883,false,expert,Dunn2012,,,
danish-65_good-1-1,danish-65_good-1,g̥.o,229,false,expert,Dunn2012,,,
dutchlist-65_good-1-1,dutchlist-65_good-1,ɣ.u.t,229,false,expert,Dunn2012,,,
english-65_good-1-1,english-65_good-1,g.ʊ.d,229,false,expert,Dunn2012,,,
french-65_good-1-1,french-65_good-1,b.ɔ̃,883,false,expert,Dunn2012,,,
greekmod-65_good-1-1,greekmod-65_good-1,k.a.l.o̞.s,1489,false,expert,Dunn2012,,,
marathi-65_good-1-1,marathi-65_good-1,t.s.a.ŋ.g.l.ə,1836,false,expert,Dunn2012,,,
polish-65_good-1-1,polish-65_good-1,d.ɔ.b.r.ɨ,1137,false,expert,Dunn2012,,,
portuguesest-65_good-1-1,portuguesest-65_good-1,b.õ,883,false,expert,Dunn2012,,,
russian-65_good-1-1,russian-65_good-1,x.o.r.o.ʃ.ɨ.j,3437,false,expert,Dunn2012,,,
spanish-65_good-1-1,spanish-65_good-1,b.w.e.n.o,883,false,expert,Dunn2012,,,
bihari-65_good-1-1,bihari-65_good-1,n.i.k,3446,false,expert,Dunn2012,,,
bihari-65_good-2-1,bihari-65_good-2,b.a.r.h.ĩyã,3447,false,expert,Dunn2012,,,
oriya-65_good-1-1,oriya-65_good-1,bʱ.ɔ.l.ɔ,779,false,expert,Dunn2012,,,
swedish-65_good-2-1,swedish-65_good-2,b.r.ɑː,3648,false,expert,Dunn2012,,,
armenianmod-66_grass-1-1,armenianmod-66_grass-1,χ.o.t,593,false,expert,Dunn2012,,,
czech-66_grass-1-1,czech-66_grass-1,t.r.aː.v.a,1138,false,expert,Dunn2012,,,
urdu-66_grass-1-1,urdu-66_grass-1,ɡʰ.ɑ.s,780,false,expert,Dunn2012,,,
german-66_grass-1-1,german-66_grass-1,g.r.aː.s,230,false,expert,Dunn2012,,,
italian-66_grass-1-1,italian-66_grass-1,ɛ.r.b.a,884,false,expert,Dunn2012,,,
swedish-66_grass-1-1,swedish-66_grass-1,g.r.ɛː.s,230,false,expert,Dunn2012,,,
portuguesest-66_grass-1-1,portuguesest-66_grass-1,ɛ.ɾ.v.ɐ,884,false,expert,Dunn2012,,,
russian-66_grass-1-1,russian-66_grass-1,t.r.a.v.a,1138,false,expert,Dunn2012,,,
spanish-66_grass-1-1,spanish-66_grass-1,j.e.ɾ.β.a,884,false,expert,Dunn2012,,,
danish-66_grass-1-1,danish-66_grass-1,g̥.ʁ.a.s,230,false,expert,Dunn2012,,,
catalan-66_grass-1-1,catalan-66_grass-1,e.r.β.ə,884,false,expert,Dunn2012,,,
greekmod-66_grass-1-1,greekmod-66_grass-1,x.o̞.r.t.a.r.i,1490,false,expert,Dunn2012,,,
marathi-66_grass-1-1,marathi-66_grass-1,g.ə.w.ə.t,780,false,expert,Dunn2012,,,
polish-66_grass-1-1,polish-66_grass-1,t.r.a.v.a,1138,false,expert,Dunn2012,,,
french-66_grass-1-1,french-66_grass-1,ɛ.ʀ.b,884,false,expert,Dunn2012,,,
bretonst-66_grass-1-1,bretonst-66_grass-1,g.ɛ.w.t,1092,false,expert,Dunn2012,,,
english-66_grass-1-1,english-66_grass-1,g.r.ɑː.s,230,false,expert,Dunn2012,,,
dutchlist-66_grass-1-1,dutchlist-66_grass-1,ɣ.r.ɑ.s,230,false,expert,Dunn2012,,,
oriya-66_grass-1-1,oriya-66_grass-1,gʱ.a.s.ɔ,780,false,expert,Dunn2012,,,
marathi-66_grass-2-1,marathi-66_grass-2,gʰ.ə.s,780,false,expert,Dunn2012,,,
armenianmod-67_green-1-1,armenianmod-67_green-1,k.ɑ.n.ɑ.ʧʰ,594,false,expert,Dunn2012,,,
czech-67_green-1-1,czech-67_green-1,z.ɛ.l.ɛ.n.iː,49,false,expert,Dunn2012,,,
swedish-67_green-1-1,swedish-67_green-1,g.r.øː.n,231,false,expert,Dunn2012,,,
italian-67_green-1-1,italian-67_green-1,v.e.r.d.e,885,false,expert,Dunn2012,,,
german-67_green-1-1,german-67_green-1,g.r.yː.n,231,false,expert,Dunn2012,,,
bretonst-67_green-1-1,bretonst-67_green-1,g.l.aː.s,49,false,expert,Dunn2012,,,
catalan-67_green-1-1,catalan-67_green-1,b.e.r.t,885,false,expert,Dunn2012,,,
danish-67_green-1-1,danish-67_green-1,g̥.ʁ.ɶ̝.n,231,false,expert,Dunn2012,,,
dutchlist-67_green-1-1,dutchlist-67_green-1,ɣ.r.u.n,231,false,expert,Dunn2012,,,
english-67_green-1-1,english-67_green-1,g.r.iː.n,231,false,expert,Dunn2012,,,
french-67_green-1-1,french-67_green-1,v.ɛ.ʀ,885,false,expert,Dunn2012,,,
greekmod-67_green-1-1,greekmod-67_green-1,p.r.a.s.i.n.o̞.s,1491,false,expert,Dunn2012,,,
marathi-67_green-1-1,marathi-67_green-1,ɦ.i.ɾ.w.a,1947,false,expert,Dunn2012,,,
polish-67_green-1-1,polish-67_green-1,ʑ.ɛ.l.ɔ.n.ɨ,49,false,expert,Dunn2012,,,
portuguesest-67_green-1-1,portuguesest-67_green-1,v.e.ɾ.d.ɨ,885,false,expert,Dunn2012,,,
russian-67_green-1-1,russian-67_green-1,zʲ.e.lʲ.o.n.ɨ.j,49,false,expert,Dunn2012,,,
spanish-67_green-1-1,spanish-67_green-1,b.e.ɾ.ð.e,885,false,expert,Dunn2012,,,
bihari-67_green-1-1,bihari-67_green-1,h.ə.r.iyə.r,49,false,expert,Dunn2012,,,
oriya-67_green-1-1,oriya-67_green-1,s.a.g.ua,705,false,expert,Dunn2012,,,
urdu-67_green-1-1,urdu-67_green-1,h.ə.ɾ.ɑ,1664,false,expert,Dunn2012,,,
bretonst-67_green-2-1,bretonst-67_green-2,g.w.eː.r,885,false,expert,Dunn2012,,,
armenianmod-68_guts-1-1,armenianmod-68_guts-1,ɑ.ʁ.i.kʰ,595,false,expert,Dunn2012,,,
czech-68_guts-1-1,czech-68_guts-1,v.ɲ.ɪ.t.r̝.n.o.s.c.ɪ,1283,false,expert,Dunn2012,,,
german-68_guts-1-1,german-68_guts-1,ai.n.g.ə.v.ai.d.ə,2673,false,expert,Dunn2012,,,
italian-68_guts-1-1,italian-68_guts-1,i.n.t.e.s.t.i.n.o,1588,false,expert,Dunn2012,,,
swedish-68_guts-1-1,swedish-68_guts-1,t.a.r.m,232,false,expert,Dunn2012,,,
bretonst-68_guts-1-1,bretonst-68_guts-1,b.u.z.ɛ.l.ɛ.n,1012,false,expert,Dunn2012,,,
catalan-68_guts-1-1,catalan-68_guts-1,b.u.ð.e.ʎ.s,1263,false,expert,Dunn2012,,,
danish-68_guts-1-1,danish-68_guts-1,d̥ʰ.ɑ.m,232,false,expert,Dunn2012,,,
dutchlist-68_guts-1-1,dutchlist-68_guts-1,d.ɑ.r.m,232,false,expert,Dunn2012,,,
english-68_guts-1-1,english-68_guts-1,g.ʌ.t.s,2676,false,expert,Dunn2012,,,
french-68_guts-1-1,french-68_guts-1,b.w.a.j.o,1263,false,expert,Dunn2012,,,
russian-68_guts-1-1,russian-68_guts-1,k.ɨ.s.k.ɨ,1228,false,expert,Dunn2012,,,
bihari-68_guts-1-1,bihari-68_guts-1,ã.t,1588,false,expert,Dunn2012,,,
urdu-68_guts-1-1,urdu-68_guts-1,b.ə.ɽ.i.-.ʔ.ɑ̃.t̪,1588,false,expert,Dunn2012,,,
oriya-68_guts-1-1,oriya-68_guts-1,ɔ.n.t.ɔ,1588,false,expert,Dunn2012,,,
german-68_guts-2-1,german-68_guts-2,g.ə.d.ɛ.r.m,232,false,expert,Dunn2012,,,
polish-68_guts-1-1,polish-68_guts-1,v.n.ɛ̃.ʧ.n.ɔ.ɕ.ʨ.i,1283,false,expert,Dunn2012,,,
portuguesest-68_guts-1-1,portuguesest-68_guts-1,ẽ.t.ɾ.ɐ.ɲ.ɐ.ʃ,1588,false,expert,Dunn2012,,,
greekmod-68_guts-1-1,greekmod-68_guts-1,s.p.l.a.x.n.a,2674,false,expert,Dunn2012,,,
marathi-68_guts-1-1,marathi-68_guts-1,ɦ.u.s.a.ɾ.iː,3599,false,expert,Dunn2012,,,
spanish-68_guts-1-1,spanish-68_guts-1,t.ɾ.i.p.a.s,3615,false,expert,Dunn2012,,,
armenianmod-68_guts-2-1,armenianmod-68_guts-2,pʰ.o.ɾ.o.t.i.kʰ,3627,false,expert,Dunn2012,,,
portuguesest-68_guts-2-1,portuguesest-68_guts-2,ĩ.t.ɨ.ʃ.t.i.n.u,3647,false,expert,Dunn2012,,,
armenianmod-69_hair-1-1,armenianmod-69_hair-1,m.ɑ.z,596,false,expert,Dunn2012,,,
czech-69_hair-1-1,czech-69_hair-1,v.l.a.s.ɪ,1202,false,expert,Dunn2012,,,
german-69_hair-1-1,german-69_hair-1,h.aːɐ̯,233,false,expert,Dunn2012,,,
italian-69_hair-1-1,italian-69_hair-1,p.e.l.o,3153,false,expert,Dunn2012,,,
swedish-69_hair-1-1,swedish-69_hair-1,h.oː.r,233,false,expert,Dunn2012,,,
bretonst-69_hair-1-1,bretonst-69_hair-1,b.l.ɛ.w,1013,false,expert,Dunn2012,,,
catalan-69_hair-1-1,catalan-69_hair-1,p.ɛ.l,3153,false,expert,Dunn2012,,,
danish-69_hair-1-1,danish-69_hair-1,h.ɒ,233,false,expert,Dunn2012,,,
dutchlist-69_hair-1-1,dutchlist-69_hair-1,h.a.r,233,false,expert,Dunn2012,,,
english-69_hair-1-1,english-69_hair-1,h.ɛə,233,false,expert,Dunn2012,,,
french-69_hair-1-1,french-69_hair-1,ʃ.ə.v.ø,887,false,expert,Dunn2012,,,
greekmod-69_hair-1-1,greekmod-69_hair-1,m.a.ʎ.a,1492,false,expert,Dunn2012,,,
marathi-69_hair-1-1,marathi-69_hair-1,k.e.s,2290,false,expert,Dunn2012,,,
polish-69_hair-1-1,polish-69_hair-1,v.w.ɔ.s,1202,false,expert,Dunn2012,,,
portuguesest-69_hair-1-1,portuguesest-69_hair-1,k.ɐ.β.e.l.u,887,false,expert,Dunn2012,,,
russian-69_hair-1-1,russian-69_hair-1,v.o.l.o.s.ɨ,1202,false,expert,Dunn2012,,,
spanish-69_hair-1-1,spanish-69_hair-1,k.a.β.e.ʎ.o,887,false,expert,Dunn2012,,,
urdu-69_hair-1-1,urdu-69_hair-1,b.ɑ.l,781,false,expert,Dunn2012,,,
bihari-69_hair-1-1,bihari-69_hair-1,k.e.s,2290,false,expert,Dunn2012,,,
oriya-69_hair-1-1,oriya-69_hair-1,b.a.ɭ.ɔ,781,false,expert,Dunn2012,,,
italian-69_hair-2-1,italian-69_hair-2,k.a.p.e.lː.o,887,false,expert,Dunn2012,,,
catalan-69_hair-2-1,catalan-69_hair-2,k.ə.β.ɛ.ʎ,887,false,expert,Dunn2012,,,
armenianmod-70_hand-1-1,armenianmod-70_hand-1,ʣ.ɛ.r.kʰ,411,false,expert,Dunn2012,,,
czech-70_hand-1-1,czech-70_hand-1,r.ʊ.k.a,1141,false,expert,Dunn2012,,,
german-70_hand-1-1,german-70_hand-1,h.a.n.t,234,false,expert,Dunn2012,,,
italian-70_hand-1-1,italian-70_hand-1,m.a.n.o,888,false,expert,Dunn2012,,,
swedish-70_hand-1-1,swedish-70_hand-1,h.a.n.d,234,false,expert,Dunn2012,,,
polish-70_hand-1-1,polish-70_hand-1,r.ɛ̃.k.a,1141,false,expert,Dunn2012,,,
catalan-70_hand-1-1,catalan-70_hand-1,m.a,888,false,expert,Dunn2012,,,
danish-70_hand-1-1,danish-70_hand-1,h.ʌ.n,234,false,expert,Dunn2012,,,
dutchlist-70_hand-1-1,dutchlist-70_hand-1,h.ɑ.n.t,234,false,expert,Dunn2012,,,
english-70_hand-1-1,english-70_hand-1,h.æ.n.d,234,false,expert,Dunn2012,,,
french-70_hand-1-1,french-70_hand-1,m.ɛ̃,888,false,expert,Dunn2012,,,
greekmod-70_hand-1-1,greekmod-70_hand-1,ç.e̞.r.i,411,false,expert,Dunn2012,,,
marathi-70_hand-1-1,marathi-70_hand-1,ɦ.a.t,706,false,expert,Dunn2012,,,
portuguesest-70_hand-1-1,portuguesest-70_hand-1,m.ɐ̃u,888,false,expert,Dunn2012,,,
russian-70_hand-1-1,russian-70_hand-1,r.u.k.a,1141,false,expert,Dunn2012,,,
spanish-70_hand-1-1,spanish-70_hand-1,m.a.n.o,888,false,expert,Dunn2012,,,
bretonst-70_hand-1-1,bretonst-70_hand-1,d.ɔ.ʁ.n,1014,false,expert,Dunn2012,,,
bihari-70_hand-1-1,bihari-70_hand-1,h.a.tʰ,706,false,expert,Dunn2012,,,
urdu-70_hand-1-1,urdu-70_hand-1,h.ɑ.t̪ʰ,706,false,expert,Dunn2012,,,
oriya-70_hand-1-1,oriya-70_hand-1,h.a.t.ɔ,706,false,expert,Dunn2012,,,
urdu-71_he-1-1,urdu-71_he-1,w.oʰ,1665,false,expert,Dunn2012,,,
armenianmod-71_he-1-1,armenianmod-71_he-1,n.ɑ,2680,false,expert,Dunn2012,,,
czech-71_he-1-1,czech-71_he-1,o.n,2680,false,expert,Dunn2012,,,
german-71_he-1-1,german-71_he-1,eːɐ̯,2678,false,expert,Dunn2012,,,
italian-71_he-1-1,italian-71_he-1,e.ʎː.i,889,false,expert,Dunn2012,,,
swedish-71_he-1-1,swedish-71_he-1,h.a.n,235,false,expert,Dunn2012,,,
bretonst-71_he-1-1,bretonst-71_he-1,ẽː,2678,false,expert,Dunn2012,,,
danish-71_he-1-1,danish-71_he-1,h.a.n,235,false,expert,Dunn2012,,,
dutchlist-71_he-1-1,dutchlist-71_he-1,h.ɛi,235,false,expert,Dunn2012,,,
english-71_he-1-1,english-71_he-1,h.iː,235,false,expert,Dunn2012,,,
french-71_he-1-1,french-71_he-1,i.l,889,false,expert,Dunn2012,,,
marathi-71_he-1-1,marathi-71_he-1,t.o,2679,false,expert,Dunn2012,,,
polish-71_he-1-1,polish-71_he-1,ɔ.n,2680,false,expert,Dunn2012,,,
portuguesest-71_he-1-1,portuguesest-71_he-1,e.l.ɨ,889,false,expert,Dunn2012,,,
russian-71_he-1-1,russian-71_he-1,o.n,2680,false,expert,Dunn2012,,,
spanish-71_he-1-1,spanish-71_he-1,e.l,889,false,expert,Dunn2012,,,
oriya-71_he-1-1,oriya-71_he-1,t.a,2679,false,expert,Dunn2012,,,
marathi-71_he-2-1,marathi-71_he-2,ɦ.a,3551,false,expert,Dunn2012,,,
catalan-71_he-1-1,catalan-71_he-1,e.ʎ,889,false,expert,Dunn2012,,,
armenianmod-72_head-1-1,armenianmod-72_head-1,g.ə.l.u.χ,1142,false,expert,Dunn2012,,,
czech-72_head-1-1,czech-72_head-1,ɦ.l.a.v.a,1142,false,expert,Dunn2012,,,
german-72_head-1-1,german-72_head-1,k.ɔ.p͜f,236,false,expert,Dunn2012,,,
italian-72_head-1-1,italian-72_head-1,t.ɛ.s.t.a,3171,false,expert,Dunn2012,,,
swedish-72_head-1-1,swedish-72_head-1,h.ʉː.v.ɵ.d,236,false,expert,Dunn2012,,,
bretonst-72_head-1-1,bretonst-72_head-1,p.ɛ̃.n,1015,false,expert,Dunn2012,,,
catalan-72_head-1-1,catalan-72_head-1,k.a.p,236,false,expert,Dunn2012,,,
danish-72_head-1-1,danish-72_head-1,h.oːə.ð,236,false,expert,Dunn2012,,,
dutchlist-72_head-1-1,dutchlist-72_head-1,h.o.f.t,236,false,expert,Dunn2012,,,
english-72_head-1-1,english-72_head-1,h.ɛ.d,236,false,expert,Dunn2012,,,
french-72_head-1-1,french-72_head-1,t.ɛ.t,3171,false,expert,Dunn2012,,,
greekmod-72_head-1-1,greekmod-72_head-1,c.e̞.f.a.l.i,1494,false,expert,Dunn2012,,,
marathi-72_head-1-1,marathi-72_head-1,ɖ.o.k.ə,1948,false,expert,Dunn2012,,,
polish-72_head-1-1,polish-72_head-1,ɡ.w.ɔ.v.a,1142,false,expert,Dunn2012,,,
portuguesest-72_head-1-1,portuguesest-72_head-1,k.ɐ.β.e.s.ɐ,236,false,expert,Dunn2012,,,
russian-72_head-1-1,russian-72_head-1,g.o.l.o.v.a,1142,false,expert,Dunn2012,,,
spanish-72_head-1-1,spanish-72_head-1,k.a.β.e.θ.a,236,false,expert,Dunn2012,,,
urdu-72_head-1-1,urdu-72_head-1,s.ə.ɾ,53,false,expert,Dunn2012,,,
bihari-72_head-1-1,bihari-72_head-1,m.a.tʰ,2292,false,expert,Dunn2012,,,
oriya-72_head-1-1,oriya-72_head-1,m.u.ɳ.ɖ.ɔ,2293,false,expert,Dunn2012,,,
armenianmod-73_hear-1-1,armenianmod-73_hear-1,l.ə.s.ɛ.l,598,false,expert,Dunn2012,,,
czech-73_hear-1-1,czech-73_hear-1,s.l.ɪ.ʃ.ɛ.t,598,false,expert,Dunn2012,,,
german-73_hear-1-1,german-73_hear-1,h.ø.r.ə.n,237,false,expert,Dunn2012,,,
italian-73_hear-1-1,italian-73_hear-1,u.d.i.r.e,890,false,expert,Dunn2012,,,
swedish-73_hear-1-1,swedish-73_hear-1,h.œː.r.a,237,false,expert,Dunn2012,,,
danish-73_hear-1-1,danish-73_hear-1,h.oːʌ,237,false,expert,Dunn2012,,,
dutchlist-73_hear-1-1,dutchlist-73_hear-1,h.o.r.ə.n,237,false,expert,Dunn2012,,,
english-73_hear-1-1,english-73_hear-1,h.ɪə,237,false,expert,Dunn2012,,,
french-73_hear-1-1,french-73_hear-1,ɑ̃.t.ɑ̃.d.ʀ,2296,false,expert,Dunn2012,,,
bretonst-73_hear-1-1,bretonst-73_hear-1,k.l.ɛː.v.ɛ.t,598,false,expert,Dunn2012,,,
greekmod-73_hear-1-1,greekmod-73_hear-1,a.k.uo̞,237,false,expert,Dunn2012,,,
marathi-73_hear-1-1,marathi-73_hear-1,ə͜i.k.n.e,3439,false,expert,Dunn2012,,,
polish-73_hear-1-1,polish-73_hear-1,s.w.ɨ.ʃ.ɛ.ʨ,598,false,expert,Dunn2012,,,
portuguesest-73_hear-1-1,portuguesest-73_hear-1,o.v.i.ɾ,890,false,expert,Dunn2012,,,
russian-73_hear-1-1,russian-73_hear-1,s.l.ɨ.ʃ.a.tʲ,598,false,expert,Dunn2012,,,
spanish-73_hear-1-1,spanish-73_hear-1,oi.ɾ,890,false,expert,Dunn2012,,,
catalan-73_hear-1-1,catalan-73_hear-1,s.ə.n.t.i,2295,false,expert,Dunn2012,,,
bihari-73_hear-1-1,bihari-73_hear-1,s.u.n.ə.b,598,false,expert,Dunn2012,,,
oriya-73_hear-1-1,oriya-73_hear-1,s.u.ɳ,598,false,expert,Dunn2012,,,
urdu-73_hear-1-1,urdu-73_hear-1,s.ʊ.nː.ə,598,false,expert,Dunn2012,,,
italian-73_hear-2-1,italian-73_hear-2,s.e.n.t.i.r.e,2295,false,expert,Dunn2012,,,
armenianmod-74_heart-1-1,armenianmod-74_heart-1,s.i.ɾ.t,55,false,expert,Dunn2012,,,
czech-74_heart-1-1,czech-74_heart-1,s.r̩.t.s.ɛ,55,false,expert,Dunn2012,,,
german-74_heart-1-1,german-74_heart-1,h.ɛ.r.t͜s,55,false,expert,Dunn2012,,,
italian-74_heart-1-1,italian-74_heart-1,k.w.ɔ.r.e,55,false,expert,Dunn2012,,,
