ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
urdu-54_float-1,,urdu,54_float,t̪ɛɾnə,t̪.ɛ.ɾ.n.ə,t̪ ɛ ɾ n ə,,Dunn2012,,false,^ t̪ . ɛ . ɾ . n . ə $,default
german-54_float-1,,german,54_float,'ʃvɪmən,ʃ.v.ɪ.m.ə.n,ʃ v ɪ m ə n,,Dunn2012,,false,^ ʃ . v . ɪ . m . ə . n $,default
czech-54_float-1,,czech,54_float,ploʊ̯t,p.l.oʊ̯.t,p l oʊ̯ t,,Dunn2012,,false,^ p . l . oʊ̯ . t $,default
armenianmod-54_float-1,,armenianmod,54_float,loˈʁɑl,l.o.ʁ.ɑ.l,l o ʁ ɑ l,,Dunn2012,,false,^ l . o . ʁ . ɑ . l $,default
portuguesest-54_float-2,,portuguesest,54_float,flutuˈaɾ,f.l.u.t.ua.ɾ,f l u t u a ɾ,,Dunn2012,,false,^ f . l . u . t . ua . ɾ $,default
czech-55_flow-1,,czech,55_flow,tɛːtst,t.ɛː.t.s.t,t ɛː t s t,,Dunn2012,,false,^ t . ɛː . t . s . t $,default
german-55_flow-1,,german,55_flow,'fli:sn̩,f.l.iː.s.n̩,f l iː s n̩,,Dunn2012,,false,^ f . l . iː . s . n̩ $,default
italian-55_flow-1,,italian,55_flow,'skorrere,s.k.o.rː.e.r.e,s k o rː e r e,,Dunn2012,,false,^ s . k . o . rː . e . r . e $,default
swedish-55_flow-1,,swedish,55_flow,'fly:ta,f.l.yː.t.a,f l yː t a,,Dunn2012,,false,^ f . l . yː . t . a $,default
english-55_flow-1,,english,55_flow,fləʊ,f.l.əʊ,f l əʊ,,Dunn2012,,false,^ f . l . əʊ $,default
bretonst-55_flow-1,,bretonst,55_flow,'re:dɛk,r.eː.d.ɛ.k,r eː d ɛ k,,Dunn2012,,false,^ r . eː . d . ɛ . k $,default
catalan-55_flow-1,,catalan,55_flow,'korə,k.o.r.ə,k o r ə,,Dunn2012,,false,^ k . o . r . ə $,default
danish-55_flow-1,,danish,55_flow,ˈfly:ðə,f.l.yː.ð.ə,f l yː ð ə,,Dunn2012,,false,^ f . l . yː . ð . ə $,default
dutchlist-55_flow-1,,dutchlist,55_flow,'vlujə(n),v.l.u.j.ə.n,v l u j ə n,,Dunn2012,,false,^ v . l . u . j . ə . n $,default
french-55_flow-1,,french,55_flow,kule,k.u.l.e,k u l e,,Dunn2012,,false,^ k . u . l . e $,default
greekmod-55_flow-1,,greekmod,55_flow,ˈre̞ˌo̞,r.e̞o̞,r e̞o̞,,Dunn2012,,false,^ r . e̞o̞ $,default
marathi-55_flow-1,,marathi,55_flow,'waɦne,w.a.ɦ.n.e,w a ɦ n e,,Dunn2012,,false,^ w . a . ɦ . n . e $,default
russian-55_flow-1,,russian,55_flow,tʲetʃ,tʲ.e.ʧ,tʲ e tʃ,,Dunn2012,,false,^ tʲ . e . ʧ $,default
spanish-55_flow-1,,spanish,55_flow,flu'iɾ,f.l.ui.ɾ,f l ui ɾ,,Dunn2012,,false,^ f . l . ui . ɾ $,default
bihari-55_flow-1,,bihari,55_flow,bəhəb,b.ə.h.ə.b,b ə h ə b,,Dunn2012,,false,^ b . ə . h . ə . b $,default
oriya-55_flow-1,,oriya,55_flow,bɔh-,b.ɔ.h,b ɔ h,,Dunn2012,,false,^ b . ɔ . h $,default
urdu-55_flow-1,,urdu,55_flow,bəhnə,b.ə.h.n.ə,b ə h n ə,,Dunn2012,,false,^ b . ə . h . n . ə $,default
swedish-55_flow-2,,swedish,55_flow,'strøma,s.t.r.ø.m.a,s t r ø m a,,Dunn2012,,false,^ s . t . r . ø . m . a $,default
bretonst-55_flow-2,,bretonst,55_flow,'be:rã,b.eː.r.ã,b eː r ã,,Dunn2012,,false,^ b . eː . r . ã $,default
italian-55_flow-2,,italian,55_flow,ko'lare,k.o.l.a.r.e,k o l a r e,,Dunn2012,,false,^ k . o . l . a . r . e $,default
polish-55_flow-1,,polish,55_flow,ˈpwɨnɔ̃ʨ,p.w.ɨ.n.ɔ̃.ʨ,p w ɨ n ɔ̃ tɕ,,Dunn2012,,false,^ p . w . ɨ . n . ɔ̃ . ʨ $,default
italian-55_flow-3,,italian,55_flow,flu'ire,f.l.ui.r.e,f l ui r e,,Dunn2012,,false,^ f . l . ui . r . e $,default
catalan-55_flow-2,,catalan,55_flow,rə'ʒa,r.ə.ʒ.a,r ə ʒ a,,Dunn2012,,false,^ r . ə . ʒ . a $,default
portuguesest-55_flow-1,,portuguesest,55_flow,fluˈiɾ,f.l.ui.ɾ,f l ui ɾ,,Dunn2012,,false,^ f . l . ui . ɾ $,default
swedish-55_flow-3,,swedish,55_flow,'rina,r.i.n.a,r i n a,,Dunn2012,,false,^ r . i . n . a $,default
czech-56_flower-1,,czech,56_flower,kvjɛt,k.v.j.ɛ.t,k v j ɛ t,,Dunn2012,,false,^ k . v . j . ɛ . t $,default
german-56_flower-1,,german,56_flower,'blu:mə,b.l.uː.m.ə,b l uː m ə,,Dunn2012,,false,^ b . l . uː . m . ə $,default
italian-56_flower-1,,italian,56_flower,'fjore,f.j.o.r.e,f j o r e,,Dunn2012,,false,^ f . j . o . r . e $,default
swedish-56_flower-1,,swedish,56_flower,'blɔmstər,b.l.ɔ.m.s.t.ə.r,b l ɔ m s t ə r,,Dunn2012,,false,^ b . l . ɔ . m . s . t . ə . r $,default
catalan-56_flower-1,,catalan,56_flower,"flɔ, flɔ̞ɾ",f.l.ɔ,f l ɔ,,Dunn2012,,false,^ f . l . ɔ $,default
danish-56_flower-1,,danish,56_flower,b̥lʌmsd̥ʰ,b̥.l.ʌ.m.s.d̥ʰ,b̥/b l ʌ m s d̥ʰ/dʰ,,Dunn2012,,false,^ b̥ . l . ʌ . m . s . d̥ʰ $,default
dutchlist-56_flower-1,,dutchlist,56_flower,blum,b.l.u.m,b l u m,,Dunn2012,,false,^ b . l . u . m $,default
english-56_flower-1,,english,56_flower,flaʊə,f.l.aʊə,f l aʊ ə,,Dunn2012,,false,^ f . l . aʊə $,default
french-56_flower-1,,french,56_flower,flœʀ,f.l.œ.ʀ,f l œ ʀ,,Dunn2012,,false,^ f . l . œ . ʀ $,default
greekmod-56_flower-1,,greekmod,56_flower,luˈluði,l.u.l.u.ð.i,l u l u ð i,,Dunn2012,,false,^ l . u . l . u . ð . i $,default
marathi-56_flower-1,,marathi,56_flower,pʰu:l,pʰ.uː.l,pʰ uː l,,Dunn2012,,false,^ pʰ . uː . l $,default
polish-56_flower-1,,polish,56_flower,kfʲat,k.fʲ.a.t,k fʲ a t,,Dunn2012,,false,^ k . fʲ . a . t $,default
portuguesest-56_flower-1,,portuguesest,56_flower,floɾ,f.l.o.ɾ,f l o ɾ,,Dunn2012,,false,^ f . l . o . ɾ $,default
russian-56_flower-1,,russian,56_flower,tsvʲet,t.s.vʲ.e.t,t s vʲ e t,,Dunn2012,,false,^ t . s . vʲ . e . t $,default
spanish-56_flower-1,,spanish,56_flower,floɾ,f.l.o.ɾ,f l o ɾ,,Dunn2012,,false,^ f . l . o . ɾ $,default
urdu-56_flower-1,,urdu,56_flower,pʰul,pʰ.u.l,pʰ u l,,Dunn2012,,false,^ pʰ . u . l $,default
bihari-56_flower-1,,bihari,56_flower,phul,pʰ.u.l,pʰ u l,,Dunn2012,,false,^ pʰ . u . l $,default
oriya-56_flower-1,,oriya,56_flower,phulɔ,pʰ.u.l.ɔ,pʰ u l ɔ,,Dunn2012,,false,^ pʰ . u . l . ɔ $,default
armenianmod-56_flower-1,,armenianmod,56_flower,ʦɑˈʁik,ʦ.ɑ.ʁ.i.k,ts ɑ ʁ i k,,Dunn2012,,false,^ ʦ . ɑ . ʁ . i . k $,default
armenianmod-57_fly-1,,armenianmod,57_fly,tʰərˈʧʰɛl,tʰ.ə.r.ʧʰ.ɛ.l,tʰ ə r tʃʰ ɛ l,,Dunn2012,,false,^ tʰ . ə . r . ʧʰ . ɛ . l $,default
czech-57_fly-1,,czech,57_fly,lɛːtat,l.ɛː.t.a.t,l ɛː t a t,,Dunn2012,,false,^ l . ɛː . t . a . t $,default
german-57_fly-1,,german,57_fly,'fli:gn̩,f.l.iː.g.n̩,f l iː g n̩,,Dunn2012,,false,^ f . l . iː . g . n̩ $,default
italian-57_fly-1,,italian,57_fly,vo'lare,v.o.l.a.r.e,v o l a r e,,Dunn2012,,false,^ v . o . l . a . r . e $,default
swedish-57_fly-1,,swedish,57_fly,'fly:ga,f.l.yː.g.a,f l yː g a,,Dunn2012,,false,^ f . l . yː . g . a $,default
french-57_fly-1,,french,57_fly,vɔle,v.ɔ.l.e,v ɔ l e,,Dunn2012,,false,^ v . ɔ . l . e $,default
bretonst-57_fly-1,,bretonst,57_fly,'ni:ʒal,n.iː.ʒ.a.l,n iː ʒ a l,,Dunn2012,,false,^ n . iː . ʒ . a . l $,default
danish-57_fly-1,,danish,57_fly,ˈfly:və,f.l.yː.v.ə,f l yː v ə,,Dunn2012,,false,^ f . l . yː . v . ə $,default
dutchlist-57_fly-1,,dutchlist,57_fly,'vliɣə(n),v.l.i.ɣ.ə.n,v l i ɣ ə n,,Dunn2012,,false,^ v . l . i . ɣ . ə . n $,default
english-57_fly-1,,english,57_fly,flaɪ,f.l.aɪ,f l aɪ,,Dunn2012,,false,^ f . l . aɪ $,default
greekmod-57_fly-1,,greekmod,57_fly,pe̞ˈto̞,p.e̞.t.o̞,p e̞ t o̞,,Dunn2012,,false,^ p . e̞ . t . o̞ $,default
marathi-57_fly-1,,marathi,57_fly,uɖ'ɳe,u.ɖ.ɳ.e,u ɖ ɳ e,,Dunn2012,,false,^ u . ɖ . ɳ . e $,default
portuguesest-57_fly-1,,portuguesest,57_fly,vuˈaɾ,v.ua.ɾ,v u a ɾ,,Dunn2012,,false,^ v . ua . ɾ $,default
russian-57_fly-1,,russian,57_fly,lʲe'tʲetʲ,lʲ.e.tʲ.e.tʲ,lʲ e tʲ e tʲ,,Dunn2012,,false,^ lʲ . e . tʲ . e . tʲ $,default
spanish-57_fly-1,,spanish,57_fly,bo'laɾ,b.o.l.a.ɾ,b o l a ɾ,,Dunn2012,,false,^ b . o . l . a . ɾ $,default
bihari-57_fly-1,,bihari,57_fly,urəb,u.r.ə.b,u r ə b,,Dunn2012,,false,^ u . r . ə . b $,default
oriya-57_fly-1,,oriya,57_fly,uṛ-,u.ɽ,u ɽ,,Dunn2012,,false,^ u . ɽ $,default
urdu-57_fly-1,,urdu,57_fly,ʔʊɽnə,ʔ.ʊ.ɽ.n.ə,ʔ ʊ ɽ n ə,,Dunn2012,,false,^ ʔ . ʊ . ɽ . n . ə $,default
polish-57_fly-1,,polish,57_fly,ˈlataʨ,l.a.t.a.ʨ,l a t a tɕ,,Dunn2012,,false,^ l . a . t . a . ʨ $,default
armenianmod-58_fog-1,,armenianmod,58_fog,məˈʃuʃ,m.ə.ʃ.u.ʃ,m ə ʃ u ʃ,,Dunn2012,,false,^ m . ə . ʃ . u . ʃ $,default
czech-58_fog-1,,czech,58_fog,ml̩ɦa,m.l̩.ɦ.a,m l̩ ɦ a,,Dunn2012,,false,^ m . l̩ . ɦ . a $,default
german-58_fog-1,,german,58_fog,'ne:bl̩,n.eː.b.l̩,n eː b l̩,,Dunn2012,,false,^ n . eː . b . l̩ $,default
italian-58_fog-1,,italian,58_fog,'nebbja,n.e.bː.j.a,n e bː j a,,Dunn2012,,false,^ n . e . bː . j . a $,default
english-58_fog-1,,english,58_fog,fɑg,f.ɑ.g,f ɑ g,,Dunn2012,,false,^ f . ɑ . g $,default
french-58_fog-1,,french,58_fog,bʀujaʀ,b.ʀ.u.j.a.ʀ,b ʀ u j a ʀ,,Dunn2012,,false,^ b . ʀ . u . j . a . ʀ $,default
marathi-58_fog-1,,marathi,58_fog,'dʰuka,dʰ.u.k.a,dʰ u k a,,Dunn2012,,false,^ dʰ . u . k . a $,default
polish-58_fog-1,,polish,58_fog,mɡwa,m.ɡ.w.a,m ɡ w a,,Dunn2012,,false,^ m . ɡ . w . a $,default
portuguesest-58_fog-1,,portuguesest,58_fog,nɨvuˈejɾu,n.ɨ.v.ue.j.ɾ.u,n ɨ v ue j ɾ u,,Dunn2012,,false,^ n . ɨ . v . ue . j . ɾ . u $,default
russian-58_fog-1,,russian,58_fog,tu'man,t.u.m.a.n,t u m a n,,Dunn2012,,false,^ t . u . m . a . n $,default
spanish-58_fog-1,,spanish,58_fog,'njeβla,n.j.e.β.l.a,n j e β l a,,Dunn2012,,false,^ n . j . e . β . l . a $,default
bretonst-58_fog-1,,bretonst,58_fog,'latar,l.a.t.a.r,l a t a r,,Dunn2012,,false,^ l . a . t . a . r $,default
catalan-58_fog-1,,catalan,58_fog,"ˈbɔjɾə, ˈbɔjɾa",b.ɔ.j.ɾ.ə,b ɔ j ɾ ə,,Dunn2012,,false,^ b . ɔ . j . ɾ . ə $,default
danish-58_fog-1,,danish,58_fog,d̥ʰɔ:wə,d̥ʰ.ɔː.w.ə,d̥ʰ/dʰ ɔː w ə,,Dunn2012,,false,^ d̥ʰ . ɔː . w . ə $,default
dutchlist-58_fog-1,,dutchlist,58_fog,'nevəl,n.e.v.ə.l,n e v ə l,,Dunn2012,,false,^ n . e . v . ə . l $,default
bihari-58_fog-1,,bihari,58_fog,dhũin,dʱ.ũi.n,dʱ ũi n,,Dunn2012,,false,^ dʱ . ũi . n $,default
oriya-58_fog-1,,oriya,58_fog,kuhuḍi,k.u.h.u.ɖ.i,k u h u ɖ i,,Dunn2012,,false,^ k . u . h . u . ɖ . i $,default
urdu-58_fog-1,,urdu,58_fog,d̪ʰʊ̃d̪,d̪ʰ.ʊ̃.d̪,d̪ʰ ʊ̃ d̪,,Dunn2012,,false,^ d̪ʰ . ʊ̃ . d̪ $,default
bretonst-58_fog-2,,bretonst,58_fog,'brỹmɛn,b.r.ỹ.m.ɛ.n,b r ỹ m ɛ n,,Dunn2012,,false,^ b . r . ỹ . m . ɛ . n $,default
dutchlist-58_fog-2,,dutchlist,58_fog,mɪst,m.ɪ.s.t,m ɪ s t,,Dunn2012,,false,^ m . ɪ . s . t $,default
greekmod-58_fog-1,,greekmod,58_fog,o̞ˈmixli,o̞.m.i.x.l.i,o̞ m i x l i,,Dunn2012,,false,^ o̞ . m . i . x . l . i $,default
armenianmod-58_fog-2,,armenianmod,58_fog,mɑrɑˈχuʁ,m.ɑ.r.ɑ.χ.u.ʁ,m ɑ r ɑ χ u ʁ,,Dunn2012,,false,^ m . ɑ . r . ɑ . χ . u . ʁ $,default
catalan-58_fog-2,,catalan,58_fog,'bromə,b.r.o.m.ə,b r o m ə,,Dunn2012,,false,^ b . r . o . m . ə $,default
armenianmod-59_foot-1,,armenianmod,59_foot,votkʰ,v.o.t.kʰ,v o t kʰ,,Dunn2012,,false,^ v . o . t . kʰ $,default
czech-59_foot-1,,czech,59_foot,noɦa,n.o.ɦ.a,n o ɦ a,,Dunn2012,,false,^ n . o . ɦ . a $,default
german-59_foot-1,,german,59_foot,fu:s,f.uː.s,f uː s,,Dunn2012,,false,^ f . uː . s $,default
italian-59_foot-1,,italian,59_foot,'pjɛde,p.j.ɛ.d.e,p j ɛ d e,,Dunn2012,,false,^ p . j . ɛ . d . e $,default
swedish-59_foot-1,,swedish,59_foot,fuːt,f.uː.t,f uː t,,Dunn2012,,false,^ f . uː . t $,default
bretonst-59_foot-1,,bretonst,59_foot,trwa:t,t.r.w.aː.t,t r w aː t,,Dunn2012,,false,^ t . r . w . aː . t $,default
catalan-59_foot-1,,catalan,59_foot,pɛuw,p.ɛu.w,p ɛu w,,Dunn2012,,false,^ p . ɛu . w $,default
danish-59_foot-1,,danish,59_foot,foð,f.o.ð,f o ð,,Dunn2012,,false,^ f . o . ð $,default
dutchlist-59_foot-1,,dutchlist,59_foot,vut,v.u.t,v u t,,Dunn2012,,false,^ v . u . t $,default
english-59_foot-1,,english,59_foot,fʊt,f.ʊ.t,f ʊ t,,Dunn2012,,false,^ f . ʊ . t $,default
french-59_foot-1,,french,59_foot,pje,p.j.e,p j e,,Dunn2012,,false,^ p . j . e $,default
greekmod-59_foot-1,,greekmod,59_foot,ˈpo̞ði,p.o̞.ð.i,p o̞ ð i,,Dunn2012,,false,^ p . o̞ . ð . i $,default
marathi-59_foot-1,,marathi,59_foot,paj,p.a.j,p a j,,Dunn2012,,false,^ p . a . j $,default
polish-59_foot-1,,polish,59_foot,ˈstɔpa,s.t.ɔ.p.a,s t ɔ p a,,Dunn2012,,false,^ s . t . ɔ . p . a $,default
portuguesest-59_foot-1,,portuguesest,59_foot,pɛ,p.ɛ,p ɛ,,Dunn2012,,false,^ p . ɛ $,default
russian-59_foot-1,,russian,59_foot,no'ga,n.o.g.a,n o g a,,Dunn2012,,false,^ n . o . g . a $,default
spanish-59_foot-1,,spanish,59_foot,pje,p.j.e,p j e,,Dunn2012,,false,^ p . j . e $,default
bihari-59_foot-1,,bihari,59_foot,pyaer,p.yae.r,p j a e r,,Dunn2012,,false,^ p . yae . r $,default
oriya-59_foot-1,,oriya,59_foot,padɔ,p.a.d.ɔ,p a d ɔ,,Dunn2012,,false,^ p . a . d . ɔ $,default
urdu-59_foot-1,,urdu,59_foot,"pɑũ, peɾ",p.ɑuː,p ɑuː,,Dunn2012,,false,^ p . ɑuː $,default
urdu-60_four-1,,urdu,60_four,ʧɑɾ,ʧ.ɑ.ɾ,tʃ ɑ ɾ,,Dunn2012,,false,^ ʧ . ɑ . ɾ $,default
armenianmod-60_four-1,,armenianmod,60_four,ʧʰoɾs,ʧʰ.o.ɾ.s,tʃʰ o ɾ s,,Dunn2012,,false,^ ʧʰ . o . ɾ . s $,default
czech-60_four-1,,czech,60_four,tʂtɪr̝ɪ,t.ʂ.t.ɪ.r̝.ɪ,t ʂ t ɪ r̝ ɪ,,Dunn2012,,false,^ t . ʂ . t . ɪ . r̝ . ɪ $,default
german-60_four-1,,german,60_four,fi:ɐ̯,f.iːɐ̯,f iː ɐ̯,,Dunn2012,,false,^ f . iːɐ̯ $,default
italian-60_four-1,,italian,60_four,'kwattro,k.w.a.tː.r.o,k w a tː r o,,Dunn2012,,false,^ k . w . a . tː . r . o $,default
swedish-60_four-1,,swedish,60_four,ˈfyːra,f.yː.r.a,f yː r a,,Dunn2012,,false,^ f . yː . r . a $,default
bretonst-60_four-1,,bretonst,60_four,"'pɛ:var, 'pe:dɛr",p.ɛː.v.a.r,p ɛː v a r,,Dunn2012,,false,^ p . ɛː . v . a . r $,default
catalan-60_four-1,,catalan,60_four,'kwatɾə,k.w.a.t.ɾ.ə,k w a t ɾ ə,,Dunn2012,,false,^ k . w . a . t . ɾ . ə $,default
danish-60_four-1,,danish,60_four,'fi:ʌ,f.iːʌ,f iː ʌ,,Dunn2012,,false,^ f . iːʌ $,default
dutchlist-60_four-1,,dutchlist,60_four,vir,v.i.r,v i r,,Dunn2012,,false,^ v . i . r $,default
english-60_four-1,,english,60_four,fɔ:,f.ɔː,f ɔː,,Dunn2012,,false,^ f . ɔː $,default
french-60_four-1,,french,60_four,katʀ,k.a.t.ʀ,k a t ʀ,,Dunn2012,,false,^ k . a . t . ʀ $,default
greekmod-60_four-1,,greekmod,60_four,ˈte̞se̞ˌra,t.e̞.s.e̞.r.a,t e̞ s e̞ r a,,Dunn2012,,false,^ t . e̞ . s . e̞ . r . a $,default
marathi-60_four-1,,marathi,60_four,tʃaɾ,ʧ.a.ɾ,tʃ a ɾ,,Dunn2012,,false,^ ʧ . a . ɾ $,default
polish-60_four-1,,polish,60_four,ˈʧtɛrɨ,ʧ.t.ɛ.r.ɨ,tʃ t ɛ r ɨ,,Dunn2012,,false,^ ʧ . t . ɛ . r . ɨ $,default
portuguesest-60_four-1,,portuguesest,60_four,ˈkuatɾu,k.ua.t.ɾ.u,k u a t ɾ u,,Dunn2012,,false,^ k . ua . t . ɾ . u $,default
russian-60_four-1,,russian,60_four,tʃe'tɨrʲe,ʧ.e.t.ɨ.rʲ.e,tʃ e t ɨ rʲ e,,Dunn2012,,false,^ ʧ . e . t . ɨ . rʲ . e $,default
spanish-60_four-1,,spanish,60_four,'kwatɾo,k.w.a.t.ɾ.o,k w a t ɾ o,,Dunn2012,,false,^ k . w . a . t . ɾ . o $,default
bihari-60_four-1,,bihari,60_four,cəir,c.əi.r,c əi r,,Dunn2012,,false,^ c . əi . r $,default
oriya-60_four-1,,oriya,60_four,cari,c.a.r.i,c a r i,,Dunn2012,,false,^ c . a . r . i $,default
armenianmod-61_freeze-1,,armenianmod,61_freeze,sɑrˈʧʰɛl,s.ɑ.r.ʧʰ.ɛ.l,s ɑ r tʃʰ ɛ l,,Dunn2012,,false,^ s . ɑ . r . ʧʰ . ɛ . l $,default
czech-61_freeze-1,,czech,61_freeze,zamr̩znoʊ̯t,z.a.m.r̩.z.n.oʊ̯.t,z a m r̩/r z n oʊ̯ t,,Dunn2012,,false,^ z . a . m . r̩ . z . n . oʊ̯ . t $,default
german-61_freeze-1,,german,61_freeze,'fri:rən,f.r.iː.r.ə.n,f r iː r ə n,,Dunn2012,,false,^ f . r . iː . r . ə . n $,default
italian-61_freeze-1,,italian,61_freeze,dʒe'lare,d.ʒ.e.l.a.r.e,d ʒ e l a r e,,Dunn2012,,false,^ d . ʒ . e . l . a . r . e $,default
swedish-61_freeze-1,,swedish,61_freeze,'fry:sa,f.r.yː.s.a,f r yː s a,,Dunn2012,,false,^ f . r . yː . s . a $,default
bretonst-61_freeze-1,,bretonst,61_freeze,'rɛ:vĩ,r.ɛː.v.ĩ,r ɛː v ĩ,,Dunn2012,,false,^ r . ɛː . v . ĩ $,default
catalan-61_freeze-1,,catalan,61_freeze,ʒə'la,ʒ.ə.l.a,ʒ ə l a,,Dunn2012,,false,^ ʒ . ə . l . a $,default
danish-61_freeze-1,,danish,61_freeze,'fʁy:sə,f.ʁ.yː.s.ə,f ʁ yː s ə,,Dunn2012,,false,^ f . ʁ . yː . s . ə $,default
dutchlist-61_freeze-1,,dutchlist,61_freeze,'vrizə(n),v.r.i.z.ə.n,v r i z ə n,,Dunn2012,,false,^ v . r . i . z . ə . n $,default
english-61_freeze-1,,english,61_freeze,fri:z,f.r.iː.z,f r iː z,,Dunn2012,,false,^ f . r . iː . z $,default
french-61_freeze-1,,french,61_freeze,ʒəle,ʒ.ə.l.e,ʒ ə l e,,Dunn2012,,false,^ ʒ . ə . l . e $,default
greekmod-61_freeze-1,,greekmod,61_freeze,paˈɣo̞no̞,p.a.ɣ.o̞.n.o̞,p a ɣ o̞ n o̞,,Dunn2012,,false,^ p . a . ɣ . o̞ . n . o̞ $,default
marathi-61_freeze-1,,marathi,61_freeze,'goʈʰɳe,g.o.ʈʰ.ɳ.e,g o ʈʰ ɳ e,,Dunn2012,,false,^ g . o . ʈʰ . ɳ . e $,default
portuguesest-61_freeze-1,,portuguesest,61_freeze,ʒɨˈlaɾ,ʒ.ɨ.l.a.ɾ,ʒ ɨ l a ɾ,,Dunn2012,,false,^ ʒ . ɨ . l . a . ɾ $,default
russian-61_freeze-1,,russian,61_freeze,zamʲer'zatʲ,z.a.mʲ.e.r.z.a.tʲ,z a mʲ e r z a tʲ,,Dunn2012,,false,^ z . a . mʲ . e . r . z . a . tʲ $,default
spanish-61_freeze-1,,spanish,61_freeze,e'laɾ,e.l.a.ɾ,e l a ɾ,,Dunn2012,,false,^ e . l . a . ɾ $,default
bihari-61_freeze-1,,bihari,61_freeze,jəməb,j.ə.m.ə.b,j ə m ə b,,Dunn2012,,false,^ j . ə . m . ə . b $,default
oriya-61_freeze-1,,oriya,61_freeze,bɔsiǰiba,b.ɔ.s.i.ǰ.i.b.a,b ɔ s i ǰ/dʒ i b a,,Dunn2012,,false,^ b . ɔ . s . i . ǰ . i . b . a $,default
urdu-61_freeze-1,,urdu,61_freeze,ʤəmnə,ʤ.ə.m.n.ə,dʒ ə m n ə,,Dunn2012,,false,^ ʤ . ə . m . n . ə $,default
polish-61_freeze-1,,polish,61_freeze,ˈmarznɔ̃ʨ,m.a.r.z.n.ɔ̃.ʨ,m a r z n ɔ̃ tɕ,,Dunn2012,,false,^ m . a . r . z . n . ɔ̃ . ʨ $,default
urdu-62_fruit-1,,urdu,62_fruit,pʰəl,pʰ.ə.l,pʰ ə l,,Dunn2012,,false,^ pʰ . ə . l $,default
german-62_fruit-1,,german,62_fruit,fruxt,f.r.u.x.t,f r u x t,,Dunn2012,,false,^ f . r . u . x . t $,default
italian-62_fruit-1,,italian,62_fruit,'frutto,f.r.u.tː.o,f r u tː o,,Dunn2012,,false,^ f . r . u . tː . o $,default
swedish-62_fruit-1,,swedish,62_fruit,frɵkt,f.r.ɵ.k.t,f r θ k t,,Dunn2012,,false,^ f . r . ɵ . k . t $,default
danish-62_fruit-1,,danish,62_fruit,fʁɔg̥d̥ʰ,f.ʁ.ɔ.g̥.d̥ʰ,f ʁ ɔ g̥ d̥ʰ/dʰ,,Dunn2012,,false,^ f . ʁ . ɔ . g̥ . d̥ʰ $,default
dutchlist-62_fruit-1,,dutchlist,62_fruit,vrʏχt,v.r.ʏ.χ.t,v r ʏ χ t,,Dunn2012,,false,^ v . r . ʏ . χ . t $,default
english-62_fruit-1,,english,62_fruit,fru:t,f.r.uː.t,f r uː t,,Dunn2012,,false,^ f . r . uː . t $,default
french-62_fruit-1,,french,62_fruit,fʀɥi,f.ʀ.ɥ.i,f ʀ ɥ i,,Dunn2012,,false,^ f . ʀ . ɥ . i $,default
greekmod-62_fruit-1,,greekmod,62_fruit,ˈfruto̞,f.r.u.t.o̞,f r u t o̞,,Dunn2012,,false,^ f . r . u . t . o̞ $,default
marathi-62_fruit-1,,marathi,62_fruit,pʰəɭ,pʰ.ə.ɭ,pʰ ə ɭ,,Dunn2012,,false,^ pʰ . ə . ɭ $,default
polish-62_fruit-1,,polish,62_fruit,ˈɔvɔʦ,ɔ.v.ɔ.ʦ,ɔ v ɔ ts,,Dunn2012,,false,^ ɔ . v . ɔ . ʦ $,default
portuguesest-62_fruit-1,,portuguesest,62_fruit,"ˈfɾutɐ, ˈfɾutu",f.ɾ.u.t.ɐ,f ɾ u t ɐ,,Dunn2012,,false,^ f . ɾ . u . t . ɐ $,default
russian-62_fruit-1,,russian,62_fruit,plod,p.l.o.d,p l o d,,Dunn2012,,false,^ p . l . o . d $,default
spanish-62_fruit-1,,spanish,62_fruit,'fɾuta,f.ɾ.u.t.a,f ɾ u t a,,Dunn2012,,false,^ f . ɾ . u . t . a $,default
bretonst-62_fruit-1,,bretonst,62_fruit,'frwe:s,f.r.w.eː.s,f r w eː s,,Dunn2012,,false,^ f . r . w . eː . s $,default
catalan-62_fruit-1,,catalan,62_fruit,"fru'i, 'fruijt",f.r.ui,f r ui,,Dunn2012,,false,^ f . r . ui $,default
bihari-62_fruit-1,,bihari,62_fruit,phal,pʰ.a.l,pʰ a l,,Dunn2012,,false,^ pʰ . a . l $,default
oriya-62_fruit-1,,oriya,62_fruit,phɔḷɔ,pʰ.ɔ.ɭ.ɔ,pʰ ɔ ɭ ɔ,,Dunn2012,,false,^ pʰ . ɔ . ɭ . ɔ $,default
oriya-62_fruit-2,,oriya,62_fruit,gilɔ,g.i.l.ɔ,g i l ɔ,,Dunn2012,,false,^ g . i . l . ɔ $,default
czech-62_fruit-1,,czech,62_fruit,plot,p.l.o.t,p l o t,,Dunn2012,,false,^ p . l . o . t $,default
bihari-63_full-1,,bihari,63_full,bhərəl,bʱ.ə.r.ə.l,bʱ ə r ə l,,Dunn2012,,false,^ bʱ . ə . r . ə . l $,default
oriya-63_full-1,,oriya,63_full,purṇṇɔ,p.u.r.ɳː.ɔ,p u r ɳː ɔ,,Dunn2012,,false,^ p . u . r . ɳː . ɔ $,default
